지하철역,4승,4하,5승,5하,6승,6하,7승,7하,8승,8하,9승,9하,10승,10하,11승,11하,12승,12하,13승,13하,14승,14하,15승,15하,16승,16하,17승,17하,18승,18하,19승,19하,20승,20하,21승,21하,22승,22하,23승,23하,24승,24하,1승,1하,2승,2하,3승,3하
수인선 어천,1,0,106,5,580,588,1272,1738,1401,1636,1080,823,956,856,941,837,889,665,1055,902,865,952,1053,862,1193,1242,1708,1270,2842,2027,1082,1526,743,760,385,721,221,965,100,414,0,33,0,0,0,0,0,0
수인선 야목,1,0,152,1,237,242,651,411,654,460,356,225,317,300,296,295,368,287,389,243,371,209,459,224,493,316,686,460,701,595,264,384,168,185,127,296,105,277,50,156,2,23,0,0,0,0,0,0
수인선 사리,0,0,2433,77,7189,1043,18861,2362,15746,3523,7944,1870,5932,2086,5532,2133,5652,2878,5577,3736,4678,3670,4452,4709,4789,6739,5826,8117,5248,16607,2863,11306,1794,7271,1535,7311,1659,7495,647,4346,9,403,0,0,0,0,0,0
수인선 달월,0,0,2,17,35,109,124,116,116,337,68,112,56,200,70,118,105,153,130,192,178,107,168,70,228,96,261,77,817,114,145,42,46,54,31,56,35,58,18,31,1,2,0,0,0,0,0,0
수인선 월곶,8,0,1244,386,3682,1423,9816,2219,8853,3222,4366,2481,3197,2082,3390,2702,3444,3077,3833,2968,3684,2950,3512,3689,3958,4452,4181,6352,4404,8698,2536,5539,2079,3825,1889,3931,1452,3397,752,1841,3,235,0,0,0,0,0,0
수인선 소래포구,5,2,2319,403,5895,2039,16732,3281,11875,6593,6354,5501,4995,6580,6190,12686,7628,17062,10245,12361,14047,10952,16116,9500,14694,10040,11678,10279,8875,13782,5292,9186,4084,6078,4367,6013,3470,5466,1314,3243,17,438,0,0,0,0,0,0
수인선 인천논현,2,0,1944,491,5923,4405,15882,9014,13330,13811,7255,8179,6484,6169,7183,6477,7661,7194,7376,8537,7444,8248,8025,8966,9261,11029,11957,14377,13180,18751,7670,11740,6644,7691,7529,6320,5364,5873,2024,3265,6,538,0,0,0,0,0,0
수인선 호구포,3,0,1349,849,2883,5101,7193,18384,7560,21610,4402,4064,3669,2584,3918,2914,4623,3136,4232,3553,4160,3403,4494,3684,5464,4456,13000,6016,15731,7191,5357,6621,6436,4224,4331,3232,2191,3127,789,1926,0,278,0,0,0,0,0,0
수인선 남동인더스파크,0,0,460,708,884,3605,1348,16436,1777,21370,1431,3600,1499,1838,1980,1579,1748,1826,2100,1715,2355,1838,3148,1270,3708,1697,12350,1734,13054,1760,4487,2149,4550,1450,2287,677,640,591,254,319,0,29,0,0,0,0,0,0
수인선 원인재,26,12,2899,699,6879,2003,14730,4705,15154,7513,7981,3997,6331,4036,6066,4704,6584,5468,6549,5724,5691,5909,5924,6999,6333,8969,7458,11575,7331,16675,4308,11423,3699,7378,3930,7696,3410,7716,1115,3990,23,518,0,0,0,0,0,0
수인선 연수,0,0,2347,756,6230,2243,14850,4514,12878,10329,6123,5730,5429,4344,5796,4434,7009,6011,6442,5729,6179,5959,6765,6711,7834,8291,7965,12320,8827,15475,5120,9858,4185,6673,5189,5968,4593,4592,1556,2697,23,508,0,0,0,0,0,0
수인선 송도,1,0,1636,267,3933,1058,9567,2413,9417,3763,4121,2207,3550,2557,3789,2707,4487,3221,4718,2887,3914,3283,4407,3888,4315,5138,4323,6689,4012,8253,2145,5809,1531,3511,1178,3774,1055,3296,389,1613,3,379,0,0,0,0,0,0
수인선 인하대,47,0,3080,373,9143,2428,22303,4333,16293,10816,8047,7292,6494,5597,7197,5064,8426,7568,7966,6870,7593,7598,9319,8329,11639,9865,10959,15537,11664,21474,6005,11884,4836,8469,4970,8234,4946,6726,1796,3716,30,729,0,0,0,0,0,0
수인선 숭의,21,0,2903,707,5722,2873,12761,7961,10394,11463,5911,4467,5285,3757,5384,3183,5754,4373,5279,4979,5014,4478,5875,4549,7118,6457,9104,7732,8984,10648,3894,6441,2268,4582,2144,5076,1694,3706,810,1991,13,367,1,2,0,0,0,0
수인선 신포,2,0,1026,220,1289,796,3194,3687,2983,9076,1698,3039,1482,2396,1859,2476,2205,2610,2619,2763,2858,2582,3816,2996,4992,3503,5060,3339,6297,4423,2692,2017,2229,1445,1905,1265,1457,1308,216,589,6,148,1,1,0,0,0,0
수인선 인천,64,2,584,194,813,1031,2239,2595,1731,4340,1185,1600,1256,1838,1479,3470,1726,3672,1887,3440,1862,3672,2285,4311,3423,3433,3425,3052,2382,3738,1263,2911,1000,1959,953,1510,473,1861,120,804,7,210,0,0,0,0,0,0
경강선 판교,19,1,635,8,1766,5788,4608,10891,3246,24741,2123,17710,1840,6948,2473,5991,2844,4476,3334,4006,3904,3870,6179,3564,6813,3970,11896,5778,20882,5119,15226,3549,12238,1563,8771,1473,5178,991,983,543,2,188,0,0,0,0,0,0
경강선 이매,4,0,554,30,1585,764,4385,1934,3331,3022,1610,1602,1250,943,1153,1129,1231,954,1305,1031,1126,1103,1362,1226,1492,1389,2486,2443,2337,2833,1284,2454,1023,1090,1059,1067,1073,854,340,390,5,92,0,0,0,0,0,0
경강선 삼동,0,0,937,132,3531,823,11095,2321,13289,2089,6231,1070,3698,983,2594,1265,2363,1495,2379,1594,2050,1968,1920,2339,2177,3534,3042,5307,2801,8447,1119,8778,847,4951,725,4378,356,3779,119,1319,4,40,0,0,0,0,0,0
경강선 경기광주,0,0,2075,260,12325,2034,34187,4435,33288,9242,16635,4084,10454,3440,8989,4120,8789,4779,7806,5961,6860,6258,6868,7893,8023,10519,9925,15856,8057,29806,4256,27047,2693,14864,2520,12719,1317,8843,476,5707,0,19,0,0,0,0,0,0
경강선 초월,0,0,1157,145,5042,901,12625,3857,13646,5532,6968,1978,4260,1624,3835,1657,3593,1886,3466,2352,2887,2430,2976,3179,4078,4326,5259,5276,5140,11227,2041,8864,1402,7637,1082,4601,587,5458,236,3504,3,3,0,0,0,0,0,0
경강선 곤지암,0,0,674,102,1878,1512,6788,4970,5945,5403,3877,2580,2525,1907,2671,1774,2585,2314,2611,2457,2570,2220,2838,2698,3492,3258,6074,4492,5970,5269,2241,5615,1557,3117,828,3486,339,2270,187,1538,6,0,0,0,0,0,0,0
경강선 신둔도예촌,0,0,514,138,1878,422,4767,1809,3761,4073,2210,1869,1724,1022,1611,1190,1997,1368,1799,1303,1569,1147,1687,1407,2830,1819,4339,2668,3101,3031,1117,3737,822,2081,729,2171,355,1573,117,1097,0,1,0,0,0,0,0,0
경강선 이천,12,1,622,33,2509,1080,6430,5486,5455,6838,4241,3926,3935,2742,3649,3545,3484,3213,3611,3549,3495,3563,3874,3729,5169,3991,5456,5035,6573,7237,3657,5544,2518,4645,2275,2718,1047,3615,324,1566,0,231,0,0,0,0,0,0
경강선 부발,3,0,710,17,1887,1138,4522,4593,4052,5807,2757,2105,2434,1668,2470,1646,2538,1736,2292,1905,2318,1729,2842,1968,3433,2327,5879,3432,5629,3884,2246,4521,1893,3318,1282,2825,806,2647,267,2128,3,695,0,0,0,0,0,0
경강선 세종대왕릉,0,0,204,14,441,77,819,549,721,656,539,424,465,461,426,648,442,515,509,344,606,564,611,489,706,540,765,582,692,542,269,811,112,262,89,410,38,167,8,198,0,54,0,0,0,0,0,0
경강선 여주,29,0,1012,6,2662,393,4640,2532,4485,3287,3048,2695,3001,2261,2992,2739,2887,3419,3058,2893,3585,2936,4044,2867,4362,3908,4470,3796,3144,4268,2499,5507,1643,3645,1136,1993,579,2062,141,2083,1,743,0,0,0,0,0,0
5호선 방화,3,0,4398,5,10436,3403,27701,5630,24149,13978,13039,6905,9666,5528,9245,5659,10357,7536,10604,7454,8829,7995,9042,8702,11915,10279,10211,12473,10382,19567,4890,20563,3354,11915,2819,10660,2048,11151,546,5321,2,516,0,0,0,0,0,0
5호선 개화산,1,0,3946,341,7293,3441,21207,5424,18921,11259,9621,5442,6815,4888,6500,5135,7321,5377,7453,5896,6699,6280,6919,7118,7532,8427,9211,9302,10893,15106,4925,14899,2956,9073,2791,8045,2092,8371,449,3825,4,424,0,0,0,0,0,0
5호선 김포공항,3,0,304,1950,1665,8579,4815,13589,7007,17730,6863,12676,8031,11429,9470,12516,9200,14692,11685,15670,15081,14518,15238,14758,15981,15170,19048,14828,24029,14270,16345,9415,14288,4370,14271,2151,12047,1491,1421,601,11,64,0,0,0,0,0,0
5호선 송정,28,0,3414,1205,7865,4224,20931,7412,22295,13202,13481,7977,10390,6445,9437,6773,9682,8075,9368,8167,8811,8529,9693,9863,10694,11073,13035,13310,13550,19641,7042,16444,4902,10216,5160,8966,4147,9740,946,4522,3,335,0,0,0,0,0,0
5호선 마곡,2,1,1960,1458,7027,5451,23596,12583,21125,45493,11512,28428,9599,12673,9544,9580,9723,10107,11055,11373,11724,10496,13264,10502,19166,12037,25655,13757,38232,20443,15847,17874,10168,8996,8868,8438,6755,9184,1542,4029,8,297,0,0,0,0,0,0
5호선 발산,4,0,2855,2324,8601,13095,25611,32569,26642,111027,15762,53803,16236,25861,19223,23116,22097,24751,23642,26298,26542,24372,31256,22638,38961,24058,56232,30014,83088,43371,38240,33267,27669,15399,31204,12757,28244,13140,3574,5067,5,482,0,0,0,0,0,0
5호선 우장산,3,0,5962,874,20042,4151,55204,16420,55044,24423,26373,12754,19181,11569,19024,12331,20465,14199,19971,16556,18339,17551,22470,20199,24748,24573,23181,30060,19226,50891,11076,43817,8240,24166,7346,21076,5989,24325,1034,10356,4,390,0,0,0,0,0,0
5호선 화곡,97,1,20437,1683,39007,9734,114059,14538,145149,28359,66370,22645,41341,17264,36264,18582,37855,21364,36266,25323,31435,27710,29521,35780,33206,46119,36227,63104,35590,114639,21771,95726,14715,54979,13658,48025,10447,49725,2419,23307,8,974,0,0,0,0,0,0
5호선 까치산,102,0,23595,1448,41507,7975,125861,11629,154316,20252,73354,17113,42666,17522,37626,19953,38973,23993,38081,27517,32410,30889,29714,41322,31681,51942,30943,67795,30662,120973,18813,103304,14231,62851,12827,55368,10963,55936,3132,26173,7,778,1,0,0,0,0,0
5호선 신정(은행정),57,0,11752,548,22424,3835,67080,7865,82112,13013,35168,7995,18664,6806,16035,7164,15979,8495,15358,9986,12485,11429,11381,15413,13450,19556,15007,27821,15167,47153,7853,38877,5455,22864,4927,21445,4187,23089,1130,10915,0,73,0,0,0,0,0,0
5호선 목동,3,0,7345,1161,20058,6636,60568,14185,71139,28180,32689,20702,21448,15523,20553,13779,21154,16043,20963,19244,20745,20230,20629,23493,22318,30154,25923,43454,29359,79568,16094,59395,12742,31458,13535,27437,15332,30508,2567,11951,0,100,0,0,0,0,0,0
5호선 오목교(목동운동장앞),0,0,4244,1369,13659,8229,49744,28690,57151,76276,26806,54282,20415,29509,21512,27888,26027,28624,27224,32149,27752,30967,30769,31947,36842,38377,48092,51357,72529,78087,37608,52399,38314,25750,30992,22968,31012,23673,4524,9234,0,12,0,0,0,0,0,0
5호선 양평,0,0,1814,615,6053,3146,23330,9181,27144,40972,10912,15352,6925,5986,6866,4941,7051,5505,7575,6067,7045,6159,7925,7015,8602,8351,14076,11260,33469,21592,10259,16425,6012,9092,4977,9200,4089,9838,815,3616,0,21,0,0,0,0,0,0
5호선 영등포구청,0,0,839,510,2125,2369,7873,5391,10321,22829,4687,9571,3887,4654,4028,3804,4268,3699,4897,4373,4509,4405,5343,4473,6117,4870,9171,5842,18788,10332,6940,6259,4049,3831,3814,3354,3212,3989,700,1349,2,5,0,0,0,0,0,0
5호선 영등포시장,1,0,2495,864,5461,5211,20323,13880,28988,38319,12285,22013,8990,13130,9911,12334,11408,12905,12583,15118,12882,14001,14982,12874,17935,13253,23201,15939,35138,27454,15409,17845,10294,10539,9169,9920,8133,11734,1431,3917,1,5,0,0,0,0,0,0
5호선 신길,56,2,1632,365,3400,1950,13535,4932,19902,16051,7283,6321,3694,2516,3362,2787,3981,3077,4151,3889,3594,3556,3713,3959,4764,5157,7212,8933,13915,16951,4632,11068,2752,7519,3572,7979,2899,9218,759,2999,0,22,0,0,0,0,0,0
5호선 여의도,1,0,1748,2432,3757,21242,9323,140655,13504,225201,11078,76361,11014,31281,17439,30699,16791,30362,22672,33581,28033,29062,38484,25979,49778,23826,129853,27269,181724,36168,76398,17085,58964,8781,54794,7484,37453,7531,3619,2468,1,1314,0,0,0,0,0,0
5호선 여의나루,7,0,1121,1241,2552,10492,5253,38444,7887,66437,4272,32039,4188,19354,5717,21109,7932,23582,9704,29887,13616,33376,21078,32377,31893,27947,49972,24611,65700,25008,35817,14650,38212,7665,28612,5341,18606,4955,4373,1596,8,304,0,0,0,0,0,0
5호선 마포,5,0,2326,1380,7150,10895,25494,23608,33774,72493,16759,35898,12189,16250,13125,14797,14238,13989,16184,14368,15910,13150,17096,14038,21605,17045,33358,24809,60440,40825,24077,25216,18002,13310,20999,11043,18185,12249,2233,5186,4,509,0,0,0,0,0,0
5호선 공덕,18,0,1599,940,5446,6689,21495,33045,29022,87988,13738,41997,10581,16394,12401,13768,14614,13598,15898,14392,15733,13418,16444,14010,23172,16222,37650,24427,71474,43935,26881,23136,19707,11969,22238,10472,19447,11582,2285,4686,8,297,0,0,0,0,0,0
5호선 애오개,0,0,1986,478,4910,3371,17490,10419,23846,30459,11217,11821,7885,6565,7936,5960,8143,6309,8734,7363,8279,7441,9579,7811,10684,8895,13133,11840,23697,20235,7854,13605,5544,8039,4883,7744,4015,8327,848,3687,2,1064,0,0,0,0,0,0
5호선 충정로(경기대입구),23,1,1088,203,2219,1674,6613,9540,9084,34513,4629,17213,3796,4366,4422,3669,4855,3927,5345,4493,5334,3865,5647,3816,6873,4197,13733,5714,29972,9074,8457,6270,5378,4291,5021,4188,3895,4933,560,1956,0,89,0,0,0,0,0,0
5호선 서대문,8,1,2498,1244,5746,14562,17113,68159,22269,159860,14915,41025,13976,18435,16043,14523,16480,14577,15929,19245,18923,15038,23969,13213,32458,12721,58390,16577,113931,23445,33218,14557,24845,9004,22721,8675,16586,9036,2191,3981,5,210,0,0,0,0,0,0
5호선 광화문(세종문화회관),5,0,893,696,3380,22188,8830,77626,13056,262935,11301,105692,11733,38485,17355,37072,20727,32529,28478,35169,32557,29839,41293,26006,51707,26330,92975,29568,207365,37476,77209,17879,53157,7713,58091,6278,40501,5885,4881,1939,0,98,0,0,0,0,0,0
5호선 종로3가,16,2,719,488,1713,4841,2585,14412,3765,40367,3583,31470,5041,24824,8891,25340,11980,25973,14797,26889,18397,24723,22114,21536,28512,20827,37281,21977,53214,25503,32384,12458,27370,4341,37527,2729,27237,3057,2671,1124,2,108,1,0,0,0,0,0
5호선 을지로4가,2,0,414,333,652,5756,1206,16453,1942,46133,2118,20191,3059,11090,4540,9802,5646,8585,6873,8786,8106,7466,10016,6396,11728,5094,21668,4514,37289,4450,16668,2269,8779,1097,7830,1050,5986,912,907,410,0,28,0,0,0,0,0,0
5호선 동대문역사문화공원(DDP),0,0,177,259,480,2250,1062,8961,1653,31086,1197,12337,1349,3143,1511,2585,1717,2446,1902,2683,2577,2449,2919,2245,3604,2094,9463,2204,21160,2696,8622,1718,4115,1036,3622,941,2981,1042,637,488,2,31,0,0,0,0,0,0
5호선 청구,4,0,1427,239,2884,1680,7219,4281,10606,15867,6127,6619,4685,4092,4420,3572,4715,3732,5077,4263,5062,4550,5143,4550,6460,5485,7953,6896,13501,10233,8281,7386,5181,4714,4466,4347,3851,5356,1062,2103,2,115,0,0,0,0,0,0
5호선 신금호,3,1,2720,281,6535,2994,21122,7874,28062,13975,13780,6548,8440,5428,7606,5456,8009,6389,7859,6945,6943,7208,7734,8898,10261,10727,10699,14697,9777,23806,6652,17785,4514,10749,3951,9384,3113,10333,757,4270,2,241,0,0,0,0,0,0
5호선 행당,9,0,3624,717,10696,2629,32741,5169,43710,9199,19314,6219,12151,5157,10834,5517,11027,7092,10102,8029,9003,8180,9192,9933,8871,12564,10009,18076,10143,31569,6138,22860,4508,13194,4163,12526,3795,14312,876,4698,7,194,0,1,0,0,0,0
5호선 왕십리(성동구청),18,0,1767,328,2281,2427,6155,5605,8943,19630,4663,7983,4285,5836,4919,5613,5809,6278,5749,7041,6189,7309,7043,7684,8057,8364,10153,10474,14553,15630,8905,9531,7576,4825,8144,4171,7544,4918,1542,1995,8,894,0,0,0,0,0,0
5호선 마장,0,0,2425,676,5631,3163,16079,6804,20678,16498,10356,7049,7495,5470,6747,5382,7647,6164,7528,6049,7198,6171,7553,6968,8292,7875,9604,10854,12473,15709,7240,11755,4589,6977,4231,6677,3584,7763,863,2704,4,245,0,0,0,0,0,0
5호선 답십리,8,0,9241,1058,17836,6002,57127,13950,76463,34264,33408,16848,19050,11715,17034,11963,18592,14132,18456,15119,16822,15580,17038,18346,19591,22108,25157,31886,32578,56574,17595,42674,10527,22888,9507,22155,7812,24493,1736,9751,21,812,0,0,0,0,0,0
5호선 장한평,13,1,6605,969,16786,10260,52403,21667,69797,69143,34238,29794,20464,16711,17529,14739,20374,16248,20734,17227,19681,16714,20393,19611,24491,24446,35433,33866,56590,60526,25760,46331,14879,25656,13690,21920,11551,23875,2282,9193,15,1020,0,0,0,0,0,0
5호선 군자(능동),38,2,7122,901,11053,4703,34213,7193,47692,24106,20915,15743,12637,10150,12101,10320,13373,11688,13370,12828,12051,13427,12405,16134,14294,19041,17626,29602,23229,50264,13781,36809,10750,20034,12530,17973,11350,20854,2052,8950,2,2761,0,0,0,0,0,0
5호선 아차산(어린이대공원후문),5,0,8590,1383,15770,5357,43511,12664,59014,24170,29321,18580,19193,19304,17624,17723,21160,19338,22618,19414,22695,19258,23205,21430,26069,24876,26676,33631,25403,53213,15257,40952,10825,23435,12318,19817,10089,21623,1592,8645,0,316,0,0,0,0,0,0
5호선 광나루(장신대),3,0,4758,1446,15319,7431,39430,15405,45940,29621,25194,18178,16325,17618,16696,13726,17458,14448,18062,14438,17745,14258,18611,14881,22533,18405,24535,23528,28947,37100,14666,27487,9307,17638,9360,16116,7349,17954,1662,6844,2,136,0,1,0,0,0,0
5호선 천호(풍납토성),25,1,6418,1504,11437,12011,27807,18864,33835,35446,20663,32106,18188,22949,21496,25163,25428,26085,26130,27979,27395,28494,31706,30350,36344,34207,43146,41649,48999,56277,35679,41155,33133,20499,27343,18390,24109,18520,3642,8247,7,591,0,0,0,0,0,0
5호선 강동,68,0,11006,1405,21187,11280,59586,29156,71105,50814,36582,28194,24948,17833,22846,15842,24671,17795,23200,19702,22215,19351,23399,21788,25739,25284,39978,34491,48297,53466,22126,46129,15296,27426,13068,25027,9885,28160,2351,14217,9,1352,0,0,0,0,0,0
5호선 길동,4,1,4565,587,9025,3338,22140,6443,27739,17278,13362,12235,10970,9493,10501,9038,11643,9495,11645,10829,10539,10816,10968,12446,12197,15135,13922,17578,17215,27144,8756,21416,6272,12131,5824,9668,4770,10086,808,4661,12,640,0,0,0,0,0,0
5호선 굽은다리(강동구민회관앞),0,0,6406,520,13016,2300,37049,5811,37484,13123,19347,8395,13363,7540,12373,8044,13038,8613,12916,9924,11356,10590,11184,12755,11831,15831,12502,19929,14910,33988,7985,28020,6096,15407,5795,15372,4678,14622,697,7294,7,1039,0,0,0,0,0,0
5호선 명일,2,0,4324,703,12639,2843,37566,6676,33465,11505,15916,8696,12980,7382,11467,7591,12419,8572,10989,9436,10360,9958,10262,12589,12726,15393,11369,19361,11943,33522,6611,32606,4903,14000,4932,13696,3772,12839,842,6514,12,691,0,0,0,0,0,0
5호선 고덕,1,0,3215,1505,11389,5488,32003,14944,25470,18956,13599,10286,11740,8631,12440,7703,12513,9885,11411,11555,11928,11544,13945,12011,19667,13402,19216,17074,16074,26093,8151,27403,6564,13100,6283,11781,6355,11945,1421,5764,31,654,0,0,0,0,0,0
5호선 상일동,12,0,9154,969,33782,5419,97226,12817,69429,20367,33919,10271,23891,8630,20719,10013,20861,13200,19558,14102,17308,14662,17418,18714,20312,23303,22084,33011,21220,57944,10747,63219,7540,34012,5724,26711,3902,31387,1275,14624,18,1941,0,0,0,0,0,0
5호선 둔촌동,1,0,3460,1191,9107,7977,25071,10718,27911,21771,13652,10598,10798,8663,10600,8657,11306,9989,10374,10452,11050,10679,11799,12301,15815,14644,18315,19271,21174,27969,11219,21867,7584,11256,7715,9681,5710,9840,917,4805,0,24,0,0,0,0,0,0
5호선 올림픽공원(한국체대),1,1,926,818,4888,3903,12243,7420,11742,8901,6674,4427,5428,3921,5253,4157,5705,4994,6068,5294,5565,4871,7228,4970,9763,5839,9786,6618,9797,8895,4994,7827,2864,4800,2218,4054,1823,4631,441,2188,0,68,0,0,0,0,0,0
5호선 방이,0,0,2244,755,6968,3577,20091,7998,16665,24503,9945,12318,7567,6958,7890,6498,8328,7996,8635,8838,7761,8314,9032,9371,10767,13204,12534,16099,19714,21795,10913,16409,8056,9302,9485,7231,10277,7967,1194,3632,0,238,0,0,0,0,0,0
5호선 오금,0,0,1052,372,2914,3003,8867,8858,8280,20138,4915,6214,3847,3244,4438,2963,4596,3364,4560,3470,4480,3504,5727,3727,8292,4617,9423,5584,14519,7756,4827,6442,3430,3652,2886,3469,2440,4279,530,2052,0,270,0,0,0,0,0,0
5호선 개롱,0,0,3351,999,8157,3009,25150,7527,20566,17169,11526,8088,8431,5437,8109,5787,8779,6204,8361,7221,7461,7119,8333,8904,9470,11843,12780,14440,13245,19709,6583,20555,4500,10401,4745,9538,2885,10439,584,4689,1,715,0,0,0,0,0,0
5호선 거여,2,0,5145,514,11339,8353,35198,8836,29634,17926,15342,8889,10326,5668,9952,6188,11880,7717,10131,8310,8861,8144,9042,10223,14305,13782,15351,16701,14823,24100,6365,24023,4565,12021,4611,11566,2954,11460,659,6141,1,936,0,0,0,0,0,0
5호선 마천,18,0,5886,210,10678,3540,28046,4355,26596,11051,11781,6078,8378,6556,7431,5620,8666,6417,8014,6602,6971,6522,7219,9680,8642,11264,8965,13552,9315,20062,4158,19557,3020,10789,2095,9895,1452,9707,296,5949,0,943,0,0,0,0,0,0
5호선 강일,1,1,212,44,654,220,1677,342,1667,448,1114,238,977,394,906,494,851,608,784,546,770,702,671,716,804,940,738,1249,570,1826,274,1910,204,1062,130,889,100,1017,43,460,0,0,0,0,0,0,0,0
5호선 미사,7,1,5756,86,22128,8253,67067,8835,59069,15929,28032,12894,18239,9513,15803,9634,17067,10010,15040,11813,13591,12672,14247,13782,18831,20795,21183,25635,20516,55537,11113,59334,9445,32380,10419,24770,8741,27071,2109,13093,8,1839,0,0,0,0,0,0
5호선 하남풍산,1,0,2096,15,7328,1590,22819,5264,15568,12942,7791,7987,5674,5758,5216,5251,5251,5166,5253,4921,5110,5455,5541,5927,7522,7643,9485,8545,12462,16138,5659,16159,4487,8211,4096,7009,2684,6810,471,3875,2,636,0,0,0,0,0,0
5호선 하남시청(덕풍·신장),17,11,431,23,1048,253,2362,515,1932,989,1397,610,1457,919,1513,1090,1584,1263,1590,1265,1404,1313,1431,1736,1481,1656,1494,1930,1425,2416,837,2347,550,1405,496,1240,363,1225,76,636,0,119,0,0,0,0,0,0
5호선 하남검단산,5,4,518,15,1015,325,2383,539,1902,1033,1397,1124,1576,1828,1650,1926,1805,1812,1920,1817,1980,1820,2122,2016,2198,2126,1855,1723,1569,2114,942,2250,723,1342,567,1091,381,1126,46,584,1,112,0,0,0,0,0,0
6호선 응암,3,0,10366,1176,24782,5316,72667,9951,87198,17509,41503,11354,25274,12373,23233,13409,24366,16350,23614,17388,20754,19904,20223,24385,21724,29505,21392,42060,21238,72753,13008,62263,9273,37897,8261,30118,7019,35380,1609,13945,0,617,0,0,0,0,0,0
6호선 역촌,1,0,1775,201,5490,1726,15562,2861,16286,8195,8266,3989,5213,3087,4688,4000,5312,4427,5303,4519,4639,4627,4385,5368,4334,7199,4445,9510,5514,15950,2713,14182,1836,7170,1498,7375,1456,6895,338,4486,0,0,0,0,0,0,0,0
6호선 불광,32,0,1255,360,3541,2788,9861,4093,12268,7483,6259,7251,5239,5467,6125,5629,6848,5896,7595,6502,8404,6828,9109,7531,10572,7903,9897,9486,9914,14549,5862,11458,4398,5860,3926,5208,2689,5731,402,2965,0,45,0,0,0,0,0,0
6호선 독바위,1,0,1960,197,4721,916,14172,1496,13435,2910,6331,3595,3935,3730,3900,2739,4019,2927,3730,2742,3435,3068,3652,3561,3383,5086,3015,6202,2682,11180,1481,10888,935,6153,830,5006,639,5948,216,3035,1,254,0,0,0,0,0,0
6호선 연신내,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6호선 구산,3,1,4470,162,11110,2269,28313,7637,34672,6949,16424,4845,10673,4403,9957,5676,10820,5970,10239,6961,8812,7037,8977,8964,12631,10978,9975,13126,8924,19602,5081,19324,3928,9744,3828,8569,3563,8477,658,3945,1,364,0,0,0,0,0,0
6호선 새절(신사),3,0,9311,739,19714,4756,54598,7867,63127,13976,30168,8833,18087,8828,16089,9300,17019,11792,16803,12800,14429,13550,14141,17977,17167,20110,16352,27979,14679,48464,9081,41842,6011,24489,5621,20614,4593,23992,1096,9915,1,1591,0,0,0,0,0,0
6호선 증산(명지대앞),7,0,7307,609,14598,3349,39885,5121,47249,10156,24863,7012,15666,6890,13166,7900,13912,9209,13859,10775,12248,11422,11268,14532,12053,18084,12856,24131,12628,41439,7553,34231,5270,19424,4694,19182,3891,19543,1027,8744,4,768,0,0,0,0,0,0
6호선 디지털미디어시티,146,3,5128,2809,12983,12390,44085,26613,46988,72017,23800,27999,13646,10937,12166,9550,12273,10623,11958,11608,11679,11755,12942,13145,17873,17725,30601,23640,50506,41531,20990,32004,10479,18396,8674,17056,7028,18037,1612,7717,31,1032,0,1,0,0,0,0
6호선 월드컵경기장(성산),0,0,1017,991,2329,2248,8356,4204,10135,8459,5482,7228,4896,7463,5779,9041,6136,9703,7206,11821,9253,11903,12136,10935,14763,9180,12223,8600,12765,12210,6152,9498,4566,5050,5243,3788,3524,3324,671,1442,0,63,0,0,0,0,0,0
6호선 마포구청,7,2,6672,1879,12993,7710,39731,14540,50957,35220,29882,16352,18851,12183,17355,10990,17558,13257,17931,14732,16425,14460,17086,16956,18949,19086,23378,24508,36614,40395,16690,31554,11444,19783,12101,17854,8941,19872,2289,9752,1,78,0,0,0,0,0,0
6호선 망원,5,2,5085,698,9632,4944,27145,8595,37329,32302,22798,28322,15880,18097,15671,20229,18097,24785,19503,27446,20326,26722,21586,28733,24728,30983,28783,35339,37464,47918,25235,35268,20055,17503,22051,14583,18083,15081,3602,8281,2,1,0,0,0,0,0,0
6호선 합정,6,2,3397,1203,5167,6015,13356,15743,19566,41761,12762,26483,10512,15798,11575,16278,13674,17317,15619,19556,17174,17943,19325,19056,22570,21541,28775,27713,45467,38779,29445,24486,24887,11679,32242,9968,31856,12601,4653,6042,2,55,0,0,0,0,0,0
6호선 상수,1,0,1110,812,3051,2619,7600,6125,12539,22743,7345,17752,5437,12197,5643,11624,7273,13268,8877,15448,9327,13771,10169,14093,12932,16781,18007,21450,25354,27726,17283,18322,14752,8712,20616,6258,24571,6691,3696,2988,0,50,0,0,0,0,0,0
6호선 광흥창(서강),1,0,2508,1144,6927,4319,18772,16973,23378,36983,13823,16824,10603,9429,10643,7827,10926,8308,10860,9137,11608,9268,11377,10259,13761,11303,19612,14534,31265,21425,14194,16754,8950,10007,7868,9354,6422,10637,1624,4184,4,145,0,0,0,0,0,0
6호선 대흥(서강대앞),14,0,1885,800,5015,4184,15103,13981,19206,32502,11545,15313,8540,9835,8422,8399,11251,10182,10286,11492,9785,9714,11386,10352,14574,12102,19698,14334,23918,21182,12272,14895,9150,8516,9333,8024,9886,9360,2026,4292,0,137,0,0,0,0,0,0
